dataset,row_name,column_name,value
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",opolskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,1
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podkarpackie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,19
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podlaskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,16
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",pomorskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,11
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",śląskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,1
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",świętokrzyskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,17
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",warmińsko-mazurskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,4
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",wielkopolskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,16
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",zachodniopomorskie, z tego według grupy wypadkowej: pochwycenie i uderzenie przez części ruchome maszyn i urządzeń,6
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",OGÓŁEM, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,258
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",dolnośląskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,3
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",kujawsko-pomorskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,25
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubelskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,17
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubuskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,2
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",łódzkie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,26
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",małopolskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,10
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",mazowieckie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,39
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",opolskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,5
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podkarpackie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,4
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podlaskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,46
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",pomorskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,10
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",śląskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,5
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",świętokrzyskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,7
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",warmińsko-mazurskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,16
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",wielkopolskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,40
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",zachodniopomorskie, z tego według grupy wypadkowej: uderzenie i  przygniecenie i pogryzienie przez zwierzęta,3
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",OGÓŁEM, z tego według grupy wypadkowej: pozostałe,392
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",dolnośląskie, z tego według grupy wypadkowej: pozostałe,12
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",kujawsko-pomorskie, z tego według grupy wypadkowej: pozostałe,37
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubelskie, z tego według grupy wypadkowej: pozostałe,67
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubuskie, z tego według grupy wypadkowej: pozostałe,4
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",łódzkie, z tego według grupy wypadkowej: pozostałe,28
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",małopolskie, z tego według grupy wypadkowej: pozostałe,28
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",mazowieckie, z tego według grupy wypadkowej: pozostałe,43
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",opolskie, z tego według grupy wypadkowej: pozostałe,6
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podkarpackie, z tego według grupy wypadkowej: pozostałe,37
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podlaskie, z tego według grupy wypadkowej: pozostałe,35
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",pomorskie, z tego według grupy wypadkowej: pozostałe,9
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",śląskie, z tego według grupy wypadkowej: pozostałe,5
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",świętokrzyskie, z tego według grupy wypadkowej: pozostałe,18
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",warmińsko-mazurskie, z tego według grupy wypadkowej: pozostałe,7
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",wielkopolskie, z tego według grupy wypadkowej: pozostałe,50
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",zachodniopomorskie, z tego według grupy wypadkowej: pozostałe,6
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",OGÓŁEM, Liczba chorób zawodowych,51
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",dolnośląskie, Liczba chorób zawodowych,2
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",kujawsko-pomorskie, Liczba chorób zawodowych,3
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubelskie, Liczba chorób zawodowych,7
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubuskie, Liczba chorób zawodowych,2
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",łódzkie, Liczba chorób zawodowych,2
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",małopolskie, Liczba chorób zawodowych,2
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",mazowieckie, Liczba chorób zawodowych,11
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",opolskie, Liczba chorób zawodowych,-
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podkarpackie, Liczba chorób zawodowych,3
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podlaskie, Liczba chorób zawodowych,13
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",pomorskie, Liczba chorób zawodowych,-
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",śląskie, Liczba chorób zawodowych,-
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",świętokrzyskie, Liczba chorób zawodowych,1
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",warmińsko-mazurskie, Liczba chorób zawodowych,5
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",wielkopolskie, Liczba chorób zawodowych,-
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",zachodniopomorskie, Liczba chorób zawodowych,-
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",OGÓŁEM,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",dolnośląskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",kujawsko-pomorskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubelskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",lubuskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",łódzkie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",małopolskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",mazowieckie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",opolskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podkarpackie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",podlaskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",pomorskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",śląskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",świętokrzyskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",warmińsko-mazurskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",wielkopolskie,rok,2024
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",zachodniopomorskie,rok,2024
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,OGÓŁEM,Ogółem,952954
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,dolnośląskie,Ogółem,52203
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,kujawsko-pomorskie,Ogółem,124822
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,lubelskie,Ogółem,11407
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,lubuskie,Ogółem,77696
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,łódzkie,Ogółem,119926
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,małopolskie,Ogółem,138015
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,mazowieckie,Ogółem,21066
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,opolskie,Ogółem,72964
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,podkarpackie,Ogółem,69347
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,podlaskie,Ogółem,33126
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,pomorskie,Ogółem,27122
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,śląskie,Ogółem,54644
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,świętokrzyskie,Ogółem,34663
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,warmińsko-mazurskie,Ogółem,96497
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,wielkopolskie,Ogółem,19456
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,zachodniopomorskie,Ogółem,0
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,OGÓŁEM,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",8977
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,dolnośląskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",114
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,kujawsko-pomorskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",722
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,lubelskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",390
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,lubuskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",71
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,łódzkie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",916
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,małopolskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",3287
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,mazowieckie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",796
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,opolskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",86
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,podkarpackie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",267
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,podlaskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",386
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,pomorskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",192
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,śląskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",68
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,świętokrzyskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",163
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,warmińsko-mazurskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",243
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,wielkopolskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",1210
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,zachodniopomorskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie na wniosek)",66
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,OGÓŁEM,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",4301
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,dolnośląskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",235
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,kujawsko-pomorskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",103
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,lubelskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",589
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,lubuskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",37
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,łódzkie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",642
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,małopolskie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",169
TABLICA 4 (33). LICZBA UBEZPIECZONYCH WEDŁUG WOJEWÓDZTW,mazowieckie,"Fundusz Składkowy (ubezpieczenie wypadkowe, chorobowe i macierzyńskie z mocy ustawy w zakresie ograniczonym) 1)",1277
